Table Names,고유 ID,주문 번호,주문 일자,배송 일자,배송 방법,고객번호,고객명,고객 세그먼트,시군구,시도,국가,지역,제품 코드,제품 대분류,제품 중분류,제품명,매출,수량,할인율,수익,반품?,관리자
영업 실적 2019년.xlsx/영업 실적 2019년,5272,IN-2019-73237,2019-07-04,2019-07-10,표준 배송,FA-14230,박세현,기업 고객,포천시,경기도,대한민국,수도권,FUR-FU-10000647,가구,가구류,"Tenex Door Stop, Erganomic",94958.838,3,0.27,5178.438,,김성식
영업 실적 2019년.xlsx/영업 실적 2019년,5281,IN-2019-44075,2019-10-05,2019-10-09,표준 배송,PF-19120,류은하수,소비자,남구,광주광역시,대한민국,호남,FUR-CH-10000783,가구,의자,"Office Star Executive Leather Armchair, Adjustable",2875910.4,6,0,344984.4,,정신
영업 실적 2019년.xlsx/영업 실적 2019년,5292,IN-2019-51236,2019-11-28,2019-12-02,표준 배송,AS-10240,심종현,소비자,함안군,경상남도,대한민국,영남,TEC-PH-10002742,사무기기,전화기,"Motorola Audio Dock, Cordless",647079.84,4,0.1,79021.44,,최진수
영업 실적 2019년.xlsx/영업 실적 2019년,5298,IN-2019-79978,2019-09-14,2019-09-19,표준 배송,RD-19585,배승지,소비자,포항시,경상북도,대한민국,영남,OFF-SU-10003665,사무용품,일반 사무용품,"Kleencut Trimmer, Serrated",116677.8,3,0,15147,,최진수
영업 실적 2019년.xlsx/영업 실적 2019년,5299,IN-2019-79978,2019-09-14,2019-09-19,표준 배송,RD-19585,배승지,소비자,포항시,경상북도,대한민국,영남,OFF-AR-10002747,사무용품,필기구,"Boston Canvas, Fluorescent",335988,6,0,134395.2,,최진수
영업 실적 2019년.xlsx/영업 실적 2019년,5325,IN-2019-53763,2019-12-28,2020-01-01,표준 배송,AR-10510,유천희,소비자,관악구,서울특별시,대한민국,수도권,FUR-FU-10002928,가구,가구류,"Rubbermaid Clock, Durable",144401.4,3,0,50490,,김성식
영업 실적 2019년.xlsx/영업 실적 2019년,5326,IN-2019-53763,2019-12-28,2020-01-01,표준 배송,AR-10510,유천희,소비자,관악구,서울특별시,대한민국,수도권,OFF-BI-10002386,사무용품,바인더,"Acco Index Tab, Clear",17503.2,2,0,2080.8,,김성식
영업 실적 2019년.xlsx/영업 실적 2019년,5331,IN-2019-71263,2019-08-22,2019-08-27,표준 배송,MD-17350,양세윤,소비자,성북구,서울특별시,대한민국,수도권,OFF-SU-10004077,사무용품,일반 사무용품,"Acme Letter Opener, Easy Grip",19479.96,1,0.4,324.36,,김성식
영업 실적 2019년.xlsx/영업 실적 2019년,5332,IN-2019-71263,2019-08-22,2019-08-27,표준 배송,MD-17350,양세윤,소비자,성북구,서울특별시,대한민국,수도권,OFF-AR-10000387,사무용품,필기구,"Sanford Highlighters, Water Color",46340.64,4,0.4,3745.44,,김성식
영업 실적 2019년.xlsx/영업 실적 2019년,5333,IN-2019-71263,2019-08-22,2019-08-27,표준 배송,MD-17350,양세윤,소비자,성북구,서울특별시,대한민국,수도권,TEC-AC-10000860,사무기기,악세사리,"Enermax Numeric Keypad, USB",371202.48,11,0.4,-173416.32,,김성식
영업 실적 2019년.xlsx/영업 실적 2019년,5337,ID-2019-35402,2019-09-21,2019-09-26,표준 배송,BM-11140,오선주,소비자,보령시,충청남도,대한민국,충청,FUR-BO-10004707,가구,책장,"Ikea Library with Doors, Traditional",667184.04,2,0.1,-51915.96,,금나나
영업 실적 2019년.xlsx/영업 실적 2019년,5338,ID-2019-35402,2019-09-21,2019-09-26,표준 배송,BM-11140,오선주,소비자,보령시,충청남도,대한민국,충청,OFF-AR-10003110,사무용품,필기구,"Sanford Sketch Pad, Water Color",178679.52,4,0.1,23721.12,,금나나
영업 실적 2019년.xlsx/영업 실적 2019년,5339,ID-2019-35402,2019-09-21,2019-09-26,표준 배송,BM-11140,오선주,소비자,보령시,충청남도,대한민국,충청,TEC-PH-10002904,사무기기,전화기,"Motorola Office Telephone, Cordless",205475.94,3,0.1,27383.94,,금나나
영업 실적 2019년.xlsx/영업 실적 2019년,5340,ID-2019-35402,2019-09-21,2019-09-26,표준 배송,BM-11140,오선주,소비자,보령시,충청남도,대한민국,충청,FUR-CH-10002213,가구,의자,"Hon Executive Leather Armchair, Black",2098272.6,5,0.1,-122.4,,금나나
영업 실적 2019년.xlsx/영업 실적 2019년,5348,ID-2019-34387,2019-06-14,2019-06-18,표준 배송,JP-15460,백경호,기업 고객,성남시,경기도,대한민국,수도권,OFF-ST-10000103,사무용품,수납용품,"Smead Lockers, Industrial",2020664.88,12,0.17,-73109.52,,김성식
영업 실적 2019년.xlsx/영업 실적 2019년,5349,ID-2019-34387,2019-06-14,2019-06-18,표준 배송,JP-15460,백경호,기업 고객,성남시,경기도,대한민국,수도권,FUR-FU-10003918,가구,가구류,"Advantus Photo Frame, Black",78897.816,2,0.27,17269.416,,김성식
영업 실적 2019년.xlsx/영업 실적 2019년,5350,ID-2019-34387,2019-06-14,2019-06-18,표준 배송,JP-15460,백경호,기업 고객,성남시,경기도,대한민국,수도권,TEC-CO-10001166,사무기기,복사기,"HP Personal Copier, Digital",235119.996,2,0.07,10087.596,,김성식
영업 실적 2019년.xlsx/영업 실적 2019년,5352,IN-2019-47680,2019-03-08,2019-03-12,표준 배송,JG-15805,권지애,기업 고객,김포시,경기도,대한민국,수도권,FUR-CH-10004576,가구,의자,"Hon Bag Chairs, Adjustable",131200.56,3,0.1,20397.96,,김성식
영업 실적 2019년.xlsx/영업 실적 2019년,5353,IN-2019-47680,2019-03-08,2019-03-12,표준 배송,JG-15805,권지애,기업 고객,김포시,경기도,대한민국,수도권,TEC-AC-10002884,사무기기,악세사리,"Belkin Keyboard, USB",463167.72,6,0.1,138930.12,,김성식
영업 실적 2019년.xlsx/영업 실적 2019년,5354,IN-2019-47680,2019-03-08,2019-03-12,표준 배송,JG-15805,권지애,기업 고객,김포시,경기도,대한민국,수도권,OFF-BI-10002243,사무용품,바인더,"Wilson Jones 3-Hole Punch, Durable",108287.28,4,0.1,39620.88,,김성식
영업 실적 2019년.xlsx/영업 실적 2019년,5360,IN-2019-79929,2019-02-28,2019-03-05,표준 배송,CC-12550,서혜진,소비자,동구,부산광역시,대한민국,영남,TEC-AC-10004652,사무기기,악세사리,"Belkin Mouse, Erganomic",70722.72,2,0.1,9400.32,,최진수
영업 실적 2019년.xlsx/영업 실적 2019년,5361,IN-2019-79929,2019-02-28,2019-03-05,표준 배송,CC-12550,서혜진,소비자,동구,부산광역시,대한민국,영남,OFF-PA-10004815,사무용품,종이,"Xerox Note Cards, Premium",169453.62,7,0.1,37506.42,,최진수
영업 실적 2019년.xlsx/영업 실적 2019년,5362,IN-2019-79929,2019-02-28,2019-03-05,표준 배송,CC-12550,서혜진,소비자,동구,부산광역시,대한민국,영남,OFF-AR-10000851,사무용품,필기구,"Sanford Sketch Pad, Blue",208753.2,5,0.1,27754.2,,최진수
영업 실적 2019년.xlsx/영업 실적 2019년,5363,IN-2019-79929,2019-02-28,2019-03-05,표준 배송,CC-12550,서혜진,소비자,동구,부산광역시,대한민국,영남,OFF-ST-10004015,사무용품,수납용품,"Smead Trays, Blue",133513.92,3,0.1,57778.92,,최진수
영업 실적 2019년.xlsx/영업 실적 2019년,5364,IN-2019-79929,2019-02-28,2019-03-05,표준 배송,CC-12550,서혜진,소비자,동구,부산광역시,대한민국,영남,OFF-PA-10002370,사무용품,종이,"Xerox Parchment Paper, Recycled",36270.18,3,0.1,-817.02,,최진수
영업 실적 2019년.xlsx/영업 실적 2019년,5366,ID-2019-24615,2019-10-01,2019-10-06,빠른 배송,BS-11380,이윤수,기업 고객,영주시,경상북도,대한민국,영남,FUR-FU-10002933,가구,가구류,"Advantus Stacking Tray, Erganomic",214812,12,0.25,-28641.6,,최진수
영업 실적 2019년.xlsx/영업 실적 2019년,5367,ID-2019-24615,2019-10-01,2019-10-06,빠른 배송,BS-11380,이윤수,기업 고객,영주시,경상북도,대한민국,영남,OFF-AP-10001529,사무용품,가전,"Hamilton Beach Toaster, White",434236.95,9,0.15,153053.55,,최진수
영업 실적 2019년.xlsx/영업 실적 2019년,5368,IN-2019-34471,2019-06-18,2019-06-22,표준 배송,FA-14230,박세현,기업 고객,포천시,경기도,대한민국,수도권,FUR-CH-10001895,가구,의자,"Hon Chairmat, Adjustable",59180.4,1,0,29590.2,,김성식
영업 실적 2019년.xlsx/영업 실적 2019년,5369,IN-2019-34471,2019-06-18,2019-06-22,표준 배송,FA-14230,박세현,기업 고객,포천시,경기도,대한민국,수도권,TEC-PH-10001321,사무기기,전화기,"Cisco Speaker Phone, Full Size",285130.8,2,0,59853.6,,김성식
영업 실적 2019년.xlsx/영업 실적 2019년,5370,IN-2019-34471,2019-06-18,2019-06-22,표준 배송,FA-14230,박세현,기업 고객,포천시,경기도,대한민국,수도권,OFF-PA-10004946,사무용품,종이,"SanDisk Note Cards, Multicolor",207835.2,6,0,45716.4,,김성식
영업 실적 2019년.xlsx/영업 실적 2019년,5374,ID-2019-10636,2019-01-08,2019-01-14,표준 배송,CD-12280,권시진,소비자,계양구,인천광역시,대한민국,수도권,FUR-CH-10000432,가구,의자,"Harbour Creations Swivel Stool, Adjustable",335271.96,2,0.1,-14914.44,,김성식
영업 실적 2019년.xlsx/영업 실적 2019년,5375,ID-2019-10636,2019-01-08,2019-01-14,표준 배송,CD-12280,권시진,소비자,계양구,인천광역시,대한민국,수도권,TEC-PH-10000720,사무기기,전화기,"Samsung Audio Dock, Full Size",308668.32,2,0.1,95998.32,,김성식
영업 실적 2019년.xlsx/영업 실적 2019년,5376,ID-2019-10636,2019-01-08,2019-01-14,표준 배송,CD-12280,권시진,소비자,계양구,인천광역시,대한민국,수도권,TEC-AC-10003276,사무기기,악세사리,"Enermax Router, USB",712019.16,3,0.1,150294.96,,김성식
영업 실적 2019년.xlsx/영업 실적 2019년,5377,ID-2019-10636,2019-01-08,2019-01-14,표준 배송,CD-12280,권시진,소비자,계양구,인천광역시,대한민국,수도권,FUR-TA-10000989,가구,탁자,"Lesro Conference Table, Rectangular",3052885.5,5,0.3,741361.5,,김성식
영업 실적 2019년.xlsx/영업 실적 2019년,5378,ID-2019-10636,2019-01-08,2019-01-14,표준 배송,CD-12280,권시진,소비자,계양구,인천광역시,대한민국,수도권,FUR-CH-10003692,가구,의자,"SAFCO Swivel Stool, Set of Two",781172.1,5,0.1,8675.1,,김성식
영업 실적 2019년.xlsx/영업 실적 2019년,5379,ID-2019-10636,2019-01-08,2019-01-14,표준 배송,CD-12280,권시진,소비자,계양구,인천광역시,대한민국,수도권,TEC-CO-10003113,사무기기,복사기,"Hewlett Fax Machine, Color",1180033.92,4,0.1,-39437.28,,김성식
영업 실적 2019년.xlsx/영업 실적 2019년,5380,ID-2019-10636,2019-01-08,2019-01-14,표준 배송,CD-12280,권시진,소비자,계양구,인천광역시,대한민국,수도권,OFF-SU-10003592,사무용품,일반 사무용품,"Acme Ruler, High Speed",46019.34,3,0.1,-3093.66,,김성식
영업 실적 2019년.xlsx/영업 실적 2019년,5385,IN-2019-75106,2019-05-07,2019-05-11,빠른 배송,AH-10585,류상주,소비자,부여군,충청남도,대한민국,충청,OFF-BI-10001659,사무용품,바인더,"Cardinal Index Tab, Clear",67609.476,11,0.17,626.076,,금나나
영업 실적 2019년.xlsx/영업 실적 2019년,5386,IN-2019-75106,2019-05-07,2019-05-11,빠른 배송,AH-10585,류상주,소비자,부여군,충청남도,대한민국,충청,TEC-CO-10003951,사무기기,복사기,"HP Copy Machine, High-Speed",313190.388,2,0.37,-74572.812,,금나나
영업 실적 2019년.xlsx/영업 실적 2019년,5394,IN-2019-37852,2019-11-29,2019-12-05,표준 배송,FH-14350,문선용,소비자,홍성군,충청남도,대한민국,충청,OFF-EN-10000539,사무용품,봉투,"Ames Clasp Envelope, with clear poly window",10954.8,1,0,214.2,,금나나
영업 실적 2019년.xlsx/영업 실적 2019년,5395,IN-2019-37852,2019-11-29,2019-12-05,표준 배송,FH-14350,문선용,소비자,홍성군,충청남도,대한민국,충청,OFF-FA-10004910,사무용품,파스너,"Advantus Staples, Assorted Sizes",42381,5,0,2907,,금나나
영업 실적 2019년.xlsx/영업 실적 2019년,5396,IN-2019-37852,2019-11-29,2019-12-05,표준 배송,FH-14350,문선용,소비자,홍성군,충청남도,대한민국,충청,FUR-CH-10003581,가구,의자,"Hon Executive Leather Armchair, Adjustable",1855216.8,4,0,667814.4,,금나나
영업 실적 2019년.xlsx/영업 실적 2019년,5397,IN-2019-37852,2019-11-29,2019-12-05,표준 배송,FH-14350,문선용,소비자,홍성군,충청남도,대한민국,충청,TEC-CO-10003393,사무기기,복사기,"Sharp Personal Copier, Digital",244065.6,2,0,7282.8,,금나나
영업 실적 2019년.xlsx/영업 실적 2019년,5401,ID-2019-75610,2019-02-07,2019-02-08,특급 배송,CS-12505,백희선,소비자,삼척시,강원도,대한민국,강원,TEC-AC-10000398,사무기기,악세사리,"SanDisk Memory Card, Programmable",554217.714,9,0.47,-491476.086,,박진석
영업 실적 2019년.xlsx/영업 실적 2019년,5402,ID-2019-75610,2019-02-07,2019-02-08,특급 배송,CS-12505,백희선,소비자,삼척시,강원도,대한민국,강원,FUR-CH-10000025,가구,의자,"Office Star Rocking Chair, Set of Two",319790.808,3,0.27,-30701.592,,박진석
영업 실적 2019년.xlsx/영업 실적 2019년,5403,ID-2019-75610,2019-02-07,2019-02-08,특급 배송,CS-12505,백희선,소비자,삼척시,강원도,대한민국,강원,OFF-BI-10004120,사무용품,바인더,"Ibico 3-Hole Punch, Durable",135244.35,5,0.17,11314.35,,박진석
영업 실적 2019년.xlsx/영업 실적 2019년,5404,ID-2019-75610,2019-02-07,2019-02-08,특급 배송,CS-12505,백희선,소비자,삼척시,강원도,대한민국,강원,OFF-PA-10002479,사무용품,종이,"Enermax Cards & Envelopes, 8.5 x 11",173519.136,4,0.17,64705.536,,박진석
영업 실적 2019년.xlsx/영업 실적 2019년,5450,IN-2019-27737,2019-04-11,2019-04-17,표준 배송,SC-20020,성재민,소비자,충주시,충청북도,대한민국,충청,FUR-FU-10001507,가구,가구류,"Rubbermaid Light Bulb, Duo Pack",86751,5,0.1,20196,,금나나
영업 실적 2019년.xlsx/영업 실적 2019년,5453,IN-2019-16299,2019-11-15,2019-11-21,표준 배송,YS-21880,최주린,기업 고객,구미시,경상북도,대한민국,영남,TEC-CO-10000447,사무기기,복사기,"Canon Wireless Fax, Color",2093590.8,6,0.1,651229.2,,최진수
영업 실적 2019년.xlsx/영업 실적 2019년,5457,IN-2019-46847,2019-07-17,2019-07-20,특급 배송,AD-10180,임현선,홈 오피스,시흥시,경기도,대한민국,수도권,TEC-CO-10003342,사무기기,복사기,"Canon Fax Machine, High-Speed",645843.6,2,0,135619.2,,김성식
영업 실적 2019년.xlsx/영업 실적 2019년,5475,ID-2019-15032,2019-10-01,2019-10-05,표준 배송,CC-12370,나진미,소비자,관악구,서울특별시,대한민국,수도권,OFF-FA-10003615,사무용품,파스너,"Stockwell Staples, Assorted Sizes",8498.232,2,0.47,-3864.168,,김성식
영업 실적 2019년.xlsx/영업 실적 2019년,5476,ID-2019-15032,2019-10-01,2019-10-05,표준 배송,CC-12370,나진미,소비자,관악구,서울특별시,대한민국,수도권,TEC-CO-10002658,사무기기,복사기,"Hewlett Ink, Laser",564151.392,4,0.07,254724.192,,김성식
영업 실적 2019년.xlsx/영업 실적 2019년,5477,ID-2019-15032,2019-10-01,2019-10-05,표준 배송,CC-12370,나진미,소비자,관악구,서울특별시,대한민국,수도권,OFF-FA-10003819,사무용품,파스너,"Advantus Paper Clips, Assorted Sizes",7541.37,1,0.47,-1852.83,,김성식
영업 실적 2019년.xlsx/영업 실적 2019년,5478,ID-2019-15032,2019-10-01,2019-10-05,표준 배송,CC-12370,나진미,소비자,관악구,서울특별시,대한민국,수도권,FUR-BO-10000243,가구,책장,"Safco Floating Shelf Set, Pine",1315357.218,7,0.07,268561.818,,김성식
영업 실적 2019년.xlsx/영업 실적 2019년,5481,IN-2019-37124,2019-06-20,2019-06-25,빠른 배송,SG-20605,노현선,소비자,남원시,전라북도,대한민국,호남,TEC-CO-10004143,사무기기,복사기,"HP Personal Copier, Color",161588.196,2,0.37,2529.396,,정신
영업 실적 2019년.xlsx/영업 실적 2019년,5487,IN-2019-61519,2019-01-05,2019-01-09,표준 배송,CP-12085,정지민,기업 고객,영암군,전라남도,대한민국,호남,TEC-CO-10001204,사무기기,복사기,"Sharp Copy Machine, Color",1965254.4,8,0,314323.2,,정신
영업 실적 2019년.xlsx/영업 실적 2019년,5489,IN-2019-46091,2019-07-02,2019-07-07,표준 배송,KH-16360,남한빛,소비자,안성시,경기도,대한민국,수도권,FUR-CH-10004331,가구,의자,"SAFCO Rocking Chair, Red",688041,5,0,199512,,김성식
영업 실적 2019년.xlsx/영업 실적 2019년,5490,IN-2019-46091,2019-07-02,2019-07-07,표준 배송,KH-16360,남한빛,소비자,안성시,경기도,대한민국,수도권,OFF-BI-10000168,사무용품,바인더,"Cardinal Hole Reinforcements, Recycled",17442,3,0,4314.6,,김성식
영업 실적 2019년.xlsx/영업 실적 2019년,5508,IN-2019-66993,2019-12-14,2019-12-19,표준 배송,VW-21775,마영희,기업 고객,세종특별자치시,세종특별자치시,대한민국,충청,OFF-BI-10001967,사무용품,바인더,"Acco Binder, Recycled",47460.6,3,0,1836,,금나나
영업 실적 2019년.xlsx/영업 실적 2019년,5511,IN-2019-55772,2019-09-14,2019-09-20,표준 배송,TM-21010,노영리,소비자,노원구,서울특별시,대한민국,수도권,TEC-PH-10002042,사무기기,전화기,"Cisco Audio Dock, Full Size",1309190.4,7,0,209273.4,,김성식
영업 실적 2019년.xlsx/영업 실적 2019년,5512,IN-2019-55772,2019-09-14,2019-09-20,표준 배송,TM-21010,노영리,소비자,노원구,서울특별시,대한민국,수도권,OFF-EN-10000428,사무용품,봉투,"Cameo Clasp Envelope, with clear poly window",66555,5,0,5202,,김성식
영업 실적 2019년.xlsx/영업 실적 2019년,5513,IN-2019-30460,2019-06-08,2019-06-13,표준 배송,SR-20740,신은정,홈 오피스,강북구,서울특별시,대한민국,수도권,TEC-CO-10003917,사무기기,복사기,"HP Fax and Copier, Digital",818309.79,5,0.07,351812.79,,김성식
영업 실적 2019년.xlsx/영업 실적 2019년,5514,IN-2019-30460,2019-06-08,2019-06-13,표준 배송,SR-20740,신은정,홈 오피스,강북구,서울특별시,대한민국,수도권,OFF-EN-10003632,사무용품,봉투,"Jiffy Mailers, Recycled",77781.528,4,0.47,-47066.472,,김성식
영업 실적 2019년.xlsx/영업 실적 2019년,5515,ID-2019-45328,2019-08-22,2019-08-28,표준 배송,AG-10765,류요환,홈 오피스,송파구,서울특별시,대한민국,수도권,OFF-SU-10000969,사무용품,일반 사무용품,"Fiskars Box Cutter, Serrated",98593.2,3,0,3855.6,,김성식
영업 실적 2019년.xlsx/영업 실적 2019년,5516,IN-2019-57186,2019-09-13,2019-09-19,표준 배송,RW-19630,최중민,기업 고객,함안군,경상남도,대한민국,영남,OFF-ST-10004228,사무용품,수납용품,"Tenex Shelving, Industrial",186726.096,4,0.17,31400.496,,최진수
영업 실적 2019년.xlsx/영업 실적 2019년,5522,IN-2019-63927,2019-09-22,2019-09-29,표준 배송,EG-13900,오혁수,소비자,홍천군,강원도,대한민국,강원,FUR-CH-10002250,가구,의자,"Office Star Executive Leather Armchair, Black",953557.2,2,0,448167.6,,박진석
영업 실적 2019년.xlsx/영업 실적 2019년,5526,IN-2019-57445,2019-01-19,2019-01-21,빠른 배송,TG-21640,구경주,소비자,의정부시,경기도,대한민국,수도권,FUR-BO-10003945,가구,책장,"Sauder 3-Shelf Cabinet, Metal",457549.56,3,0.1,177926.76,,김성식
영업 실적 2019년.xlsx/영업 실적 2019년,5527,IN-2019-57445,2019-01-19,2019-01-21,빠른 배송,TG-21640,구경주,소비자,의정부시,경기도,대한민국,수도권,FUR-CH-10000391,가구,의자,"Novimex Bag Chairs, Red",168765.12,4,0.1,-3818.88,,김성식
영업 실적 2019년.xlsx/영업 실적 2019년,5528,IN-2019-26750,2019-10-12,2019-10-15,빠른 배송,MC-17635,박도희,기업 고객,익산시,전라북도,대한민국,호남,FUR-FU-10001045,가구,가구류,"Eldon Photo Frame, Durable",112485.6,2,0,56242.8,,정신
영업 실적 2019년.xlsx/영업 실적 2019년,5541,ID-2019-64011,2019-11-27,2019-12-02,표준 배송,JH-16180,오선미,소비자,충주시,충청북도,대한민국,충청,OFF-EN-10003316,사무용품,봉투,"Jiffy Business Envelopes, Recycled",15958.512,2,0.47,-9990.288,,금나나
영업 실적 2019년.xlsx/영업 실적 2019년,5542,ID-2019-64011,2019-11-27,2019-12-02,표준 배송,JH-16180,오선미,소비자,충주시,충청북도,대한민국,충청,OFF-SU-10000723,사무용품,일반 사무용품,"Kleencut Shears, Steel",74878.506,3,0.47,-39596.094,,금나나
영업 실적 2019년.xlsx/영업 실적 2019년,5543,ID-2019-64011,2019-11-27,2019-12-02,표준 배송,JH-16180,오선미,소비자,충주시,충청북도,대한민국,충청,OFF-BI-10002287,사무용품,바인더,"Acco Index Tab, Clear",13613.328,2,0.17,3086.928,,금나나
영업 실적 2019년.xlsx/영업 실적 2019년,5544,ID-2019-64011,2019-11-27,2019-12-02,표준 배송,JH-16180,오선미,소비자,충주시,충청북도,대한민국,충청,OFF-FA-10003596,사무용품,파스너,"Stockwell Push Pins, Bulk Pack",15536.844,2,0.47,-5332.356,,금나나
영업 실적 2019년.xlsx/영업 실적 2019년,5545,IN-2019-16516,2019-10-05,2019-10-10,표준 배송,SW-20275,권규태,소비자,임실군,전라북도,대한민국,호남,OFF-BI-10001286,사무용품,바인더,"Ibico Hole Reinforcements, Durable",21562.902,3,0.17,724.302,,정신
영업 실적 2019년.xlsx/영업 실적 2019년,5546,ID-2019-50347,2019-08-29,2019-09-05,표준 배송,SP-20620,황은설,기업 고객,해남군,전라남도,대한민국,호남,OFF-EN-10001029,사무용품,봉투,"Cameo Business Envelopes, Recycled",21710.7,2,0.45,-17396.1,,정신
영업 실적 2019년.xlsx/영업 실적 2019년,5547,ID-2019-50347,2019-08-29,2019-09-05,표준 배송,SP-20620,황은설,기업 고객,해남군,전라남도,대한민국,호남,OFF-ST-10001186,사무용품,수납용품,"Rogers Trays, Industrial",174358.8,5,0.45,-34945.2,,정신
영업 실적 2019년.xlsx/영업 실적 2019년,5548,ID-2019-50347,2019-08-29,2019-09-05,표준 배송,SP-20620,황은설,기업 고객,해남군,전라남도,대한민국,호남,OFF-BI-10001286,사무용품,바인더,"Ibico Hole Reinforcements, Durable",14721.66,2,0.15,829.26,,정신
영업 실적 2019년.xlsx/영업 실적 2019년,5549,ID-2019-50347,2019-08-29,2019-09-05,표준 배송,SP-20620,황은설,기업 고객,해남군,전라남도,대한민국,호남,FUR-FU-10001557,가구,가구류,"Advantus Clock, Duo Pack",354233.25,9,0.25,-47299.95,,정신
영업 실적 2019년.xlsx/영업 실적 2019년,5550,ID-2019-50347,2019-08-29,2019-09-05,표준 배송,SP-20620,황은설,기업 고객,해남군,전라남도,대한민국,호남,OFF-ST-10003547,사무용품,수납용품,"Smead Shelving, Blue",247047.57,9,0.45,-4668.03,,정신
영업 실적 2019년.xlsx/영업 실적 2019년,5552,IN-2019-22095,2019-12-20,2019-12-25,표준 배송,JG-15115,진미혜,소비자,괴산군,충청북도,대한민국,충청,OFF-ST-10001824,사무용품,수납용품,"Rogers Box, Single Width",146880,6,0,8812.8,,금나나
영업 실적 2019년.xlsx/영업 실적 2019년,5560,IN-2019-31202,2019-07-24,2019-07-28,표준 배송,GG-14650,오지은,기업 고객,서천군,충청남도,대한민국,충청,OFF-ST-10000287,사무용품,수납용품,"Rogers Box, Blue",146696.4,6,0,42411.6,,금나나
영업 실적 2019년.xlsx/영업 실적 2019년,5561,IN-2019-31202,2019-07-24,2019-07-28,표준 배송,GG-14650,오지은,기업 고객,서천군,충청남도,대한민국,충청,OFF-EN-10004503,사무용품,봉투,"GlobeWeis Peel and Seal, Security-Tint",72797.4,3,0,27631.8,,금나나
영업 실적 2019년.xlsx/영업 실적 2019년,5562,IN-2019-31202,2019-07-24,2019-07-28,표준 배송,GG-14650,오지은,기업 고객,서천군,충청남도,대한민국,충청,OFF-LA-10003610,사무용품,라벨,"Avery Removable Labels, 5000 Label Set",22705.2,2,0,8139.6,,금나나
영업 실적 2019년.xlsx/영업 실적 2019년,5570,ID-2019-20240,2019-01-17,2019-01-19,빠른 배송,LB-16735,한수연,소비자,부여군,충청남도,대한민국,충청,OFF-FA-10001838,사무용품,파스너,"Stockwell Paper Clips, Metal",14401.584,2,0.47,-7936.416,,금나나
영업 실적 2019년.xlsx/영업 실적 2019년,5571,IN-2019-35787,2019-12-25,2019-12-25,당일 배송,KE-16420,조다혜,기업 고객,음성군,충청북도,대한민국,충청,OFF-LA-10001292,사무용품,라벨,"Smead File Folder Labels, Adjustable",27662.4,4,0,13464,,금나나
영업 실적 2019년.xlsx/영업 실적 2019년,5572,IN-2019-35787,2019-12-25,2019-12-25,당일 배송,KE-16420,조다혜,기업 고객,음성군,충청북도,대한민국,충청,TEC-CO-10001419,사무기기,복사기,"Hewlett Copy Machine, Color",540824.4,2,0,16218,,금나나
영업 실적 2019년.xlsx/영업 실적 2019년,5580,ID-2019-26806,2019-11-22,2019-11-27,표준 배송,PR-18880,반종철,소비자,금천구,서울특별시,대한민국,수도권,TEC-PH-10000688,사무기기,전화기,"Nokia Speaker Phone, VoIP",377114.4,6,0.5,-143391.6,,김성식
영업 실적 2019년.xlsx/영업 실적 2019년,5588,IN-2019-76828,2019-05-06,2019-05-10,표준 배송,TC-21475,정유화,홈 오피스,유성구,대전광역시,대한민국,충청,OFF-SU-10001762,사무용품,일반 사무용품,"Stiletto Shears, Easy Grip",91267.56,2,0.1,22295.16,,금나나
영업 실적 2019년.xlsx/영업 실적 2019년,5589,IN-2019-76828,2019-05-06,2019-05-10,표준 배송,TC-21475,정유화,홈 오피스,유성구,대전광역시,대한민국,충청,TEC-PH-10004675,사무기기,전화기,"Nokia Audio Dock, VoIP",765749.7,5,0.1,178535.7,,금나나
영업 실적 2019년.xlsx/영업 실적 2019년,5590,IN-2019-76828,2019-05-06,2019-05-10,표준 배송,TC-21475,정유화,홈 오피스,유성구,대전광역시,대한민국,충청,OFF-AR-10002797,사무용품,필기구,"Sanford Highlighters, Blue",86751,6,0.1,19186.2,,금나나
영업 실적 2019년.xlsx/영업 실적 2019년,5594,IN-2019-39147,2019-11-20,2019-11-22,특급 배송,CM-12160,김조은,소비자,양양군,강원도,대한민국,강원,OFF-EN-10002140,사무용품,봉투,"Jiffy Business Envelopes, Recycled",101126.88,6,0.1,24565.68,,박진석
영업 실적 2019년.xlsx/영업 실적 2019년,5595,IN-2019-69240,2019-06-20,2019-06-24,표준 배송,LH-16750,노태연,소비자,순천시,전라남도,대한민국,호남,FUR-FU-10001477,가구,가구류,"Rubbermaid Stacking Tray, Black",128520,5,0,28152,,정신
영업 실적 2019년.xlsx/영업 실적 2019년,5598,IN-2019-55016,2019-11-13,2019-11-17,표준 배송,TN-21040,하진미,홈 오피스,관악구,서울특별시,대한민국,수도권,OFF-PA-10004741,사무용품,종이,"SanDisk Cards & Envelopes, 8.5 x 11",321667.2,6,0,15973.2,,김성식
영업 실적 2019년.xlsx/영업 실적 2019년,5602,IN-2019-28304,2019-11-16,2019-11-20,표준 배송,KT-16465,윤규식,소비자,군포시,경기도,대한민국,수도권,OFF-FA-10004527,사무용품,파스너,"Advantus Thumb Tacks, Bulk Pack",55447.2,4,0,9914.4,,김성식
